,StationIndex,Station,Year,Month,Day,Rainfall
2355,7,Sylhet,1999,4,31,0
2356,7,Sylhet,1999,5,1,0
2357,7,Sylhet,1999,5,2,21
2358,7,Sylhet,1999,5,3,35
2359,7,Sylhet,1999,5,4,0
2360,7,Sylhet,1999,5,5,34
2361,7,Sylhet,1999,5,6,271
2362,7,Sylhet,1999,5,7,30
2363,7,Sylhet,1999,5,8,27
2364,7,Sylhet,1999,5,9,0
2365,7,Sylhet,1999,5,10,0
2366,7,Sylhet,1999,5,11,0
2367,7,Sylhet,1999,5,12,19
2368,7,Sylhet,1999,5,13,0
2369,7,Sylhet,1999,5,14,0
2370,7,Sylhet,1999,5,15,54
2371,7,Sylhet,1999,5,16,0
2372,7,Sylhet,1999,5,17,0
2373,7,Sylhet,1999,5,18,0
2374,7,Sylhet,1999,5,19,0
2375,7,Sylhet,1999,5,20,1
2376,7,Sylhet,1999,5,21,29
2377,7,Sylhet,1999,5,22,2
2378,7,Sylhet,1999,5,23,7
2379,7,Sylhet,1999,5,24,19
2380,7,Sylhet,1999,5,25,27
2381,7,Sylhet,1999,5,26,10
2382,7,Sylhet,1999,5,27,30
2383,7,Sylhet,1999,5,28,0
2384,7,Sylhet,1999,5,29,3
2385,7,Sylhet,1999,5,30,34
2386,7,Sylhet,1999,5,31,78
2387,7,Sylhet,1999,6,1,12
2388,7,Sylhet,1999,6,2,45
2389,7,Sylhet,1999,6,3,0
2390,7,Sylhet,1999,6,4,0
2391,7,Sylhet,1999,6,5,0
2392,7,Sylhet,1999,6,6,0
2393,7,Sylhet,1999,6,7,0
2394,7,Sylhet,1999,6,8,0
2395,7,Sylhet,1999,6,9,0
2396,7,Sylhet,1999,6,10,0
2397,7,Sylhet,1999,6,11,2
2398,7,Sylhet,1999,6,12,24
2399,7,Sylhet,1999,6,13,17
2400,7,Sylhet,1999,6,14,6
2401,7,Sylhet,1999,6,15,9
2402,7,Sylhet,1999,6,16,12
2403,7,Sylhet,1999,6,17,29
2404,7,Sylhet,1999,6,18,8
2405,7,Sylhet,1999,6,19,0
2406,7,Sylhet,1999,6,20,11
2407,7,Sylhet,1999,6,21,36
2408,7,Sylhet,1999,6,22,3
2409,7,Sylhet,1999,6,23,8
2410,7,Sylhet,1999,6,24,34
2411,7,Sylhet,1999,6,25,47
2412,7,Sylhet,1999,6,26,5
2413,7,Sylhet,1999,6,27,9
2414,7,Sylhet,1999,6,28,42
2415,7,Sylhet,1999,6,29,36
2416,7,Sylhet,1999,6,30,77
2417,7,Sylhet,1999,6,31,0
2418,7,Sylhet,1999,7,1,113
2419,7,Sylhet,1999,7,2,35
2420,7,Sylhet,1999,7,3,38
2421,7,Sylhet,1999,7,4,1
2422,7,Sylhet,1999,7,5,29
2423,7,Sylhet,1999,7,6,6
2424,7,Sylhet,1999,7,7,7
2425,7,Sylhet,1999,7,8,1
2426,7,Sylhet,1999,7,9,21
2427,7,Sylhet,1999,7,10,38
2428,7,Sylhet,1999,7,11,90
2429,7,Sylhet,1999,7,12,53
2430,7,Sylhet,1999,7,13,25
2431,7,Sylhet,1999,7,14,0
2432,7,Sylhet,1999,7,15,5
2433,7,Sylhet,1999,7,16,0
2434,7,Sylhet,1999,7,17,9
2435,7,Sylhet,1999,7,18,9
2436,7,Sylhet,1999,7,19,62
2437,7,Sylhet,1999,7,20,31
2438,7,Sylhet,1999,7,21,32
2439,7,Sylhet,1999,7,22,13
2440,7,Sylhet,1999,7,23,16
2441,7,Sylhet,1999,7,24,10
2442,7,Sylhet,1999,7,25,3
2443,7,Sylhet,1999,7,26,33
2444,7,Sylhet,1999,7,27,24
2445,7,Sylhet,1999,7,28,49
2446,7,Sylhet,1999,7,29,19
2447,7,Sylhet,1999,7,30,3
2448,7,Sylhet,1999,7,31,0
2449,7,Sylhet,1999,8,1,1
2450,7,Sylhet,1999,8,2,26
2451,7,Sylhet,1999,8,3,2
2452,7,Sylhet,1999,8,4,11
2453,7,Sylhet,1999,8,5,5
2454,7,Sylhet,1999,8,6,20
2455,7,Sylhet,1999,8,7,2
2456,7,Sylhet,1999,8,8,4
2457,7,Sylhet,1999,8,9,1
2458,7,Sylhet,1999,8,10,55
2459,7,Sylhet,1999,8,11,85
2460,7,Sylhet,1999,8,12,32
2461,7,Sylhet,1999,8,13,26
2462,7,Sylhet,1999,8,14,15
2463,7,Sylhet,1999,8,15,19
2464,7,Sylhet,1999,8,16,3
2465,7,Sylhet,1999,8,17,3
2466,7,Sylhet,1999,8,18,23
2467,7,Sylhet,1999,8,19,26
2468,7,Sylhet,1999,8,20,10
2469,7,Sylhet,1999,8,21,1
2470,7,Sylhet,1999,8,22,7
2471,7,Sylhet,1999,8,23,0
2472,7,Sylhet,1999,8,24,41
2473,7,Sylhet,1999,8,25,3
2474,7,Sylhet,1999,8,26,2
2475,7,Sylhet,1999,8,27,1
2476,7,Sylhet,1999,8,28,41
2477,7,Sylhet,1999,8,29,32
2478,7,Sylhet,1999,8,30,3
2479,7,Sylhet,1999,8,31,3
2480,7,Sylhet,1999,9,1,5
2481,7,Sylhet,1999,9,2,0
2482,7,Sylhet,1999,9,3,3
2483,7,Sylhet,1999,9,4,17
2484,7,Sylhet,1999,9,5,5
2485,7,Sylhet,1999,9,6,1
2486,7,Sylhet,1999,9,7,0
2487,7,Sylhet,1999,9,8,0
2488,7,Sylhet,1999,9,9,50
2489,7,Sylhet,1999,9,10,8
2490,7,Sylhet,1999,9,11,10
2491,7,Sylhet,1999,9,12,9
2492,7,Sylhet,1999,9,13,0
2493,7,Sylhet,1999,9,14,24
2494,7,Sylhet,1999,9,15,7
2495,7,Sylhet,1999,9,16,1
2496,7,Sylhet,1999,9,17,47
2497,7,Sylhet,1999,9,18,2
2498,7,Sylhet,1999,9,19,3
2499,7,Sylhet,1999,9,20,4
2500,7,Sylhet,1999,9,21,2
2501,7,Sylhet,1999,9,22,6
2502,7,Sylhet,1999,9,23,1
2503,7,Sylhet,1999,9,24,0
2504,7,Sylhet,1999,9,25,0
2505,7,Sylhet,1999,9,26,0
2506,7,Sylhet,1999,9,27,40
2507,7,Sylhet,1999,9,28,0
2508,7,Sylhet,1999,9,29,8
2509,7,Sylhet,1999,9,30,0
2510,7,Sylhet,1999,9,31,0
2511,7,Sylhet,1999,10,1,0
2512,7,Sylhet,1999,10,2,0
2513,7,Sylhet,1999,10,3,0
2514,7,Sylhet,1999,10,4,0
2515,7,Sylhet,1999,10,5,58
2516,7,Sylhet,1999,10,6,18
2517,7,Sylhet,1999,10,7,32
2518,7,Sylhet,1999,10,8,69
2519,7,Sylhet,1999,10,9,9
2520,7,Sylhet,1999,10,10,0
2521,7,Sylhet,1999,10,11,0
2522,7,Sylhet,1999,10,12,0
2523,7,Sylhet,1999,10,13,0
2524,7,Sylhet,1999,10,14,35
2525,7,Sylhet,1999,10,15,0
2526,7,Sylhet,1999,10,16,0
2527,7,Sylhet,1999,10,17,2
2528,7,Sylhet,1999,10,18,16
2529,7,Sylhet,1999,10,19,30
2530,7,Sylhet,1999,10,20,5
2531,7,Sylhet,1999,10,21,54
2532,7,Sylhet,1999,10,22,13
2533,7,Sylhet,1999,10,23,1
2534,7,Sylhet,1999,10,24,0
2535,7,Sylhet,1999,10,25,0
2536,7,Sylhet,1999,10,26,0
2537,7,Sylhet,1999,10,27,0
2538,7,Sylhet,1999,10,28,0
2539,7,Sylhet,1999,10,29,2
2540,7,Sylhet,1999,10,30,0
2541,7,Sylhet,1999,10,31,0
2542,7,Sylhet,1999,11,1,0
2543,7,Sylhet,1999,11,2,0
2544,7,Sylhet,1999,11,3,0
2545,7,Sylhet,1999,11,4,0
2546,7,Sylhet,1999,11,5,0
2547,7,Sylhet,1999,11,6,0
2548,7,Sylhet,1999,11,7,0
2549,7,Sylhet,1999,11,8,0
2550,7,Sylhet,1999,11,9,0
2551,7,Sylhet,1999,11,10,0
2552,7,Sylhet,1999,11,11,0
2553,7,Sylhet,1999,11,12,0
2554,7,Sylhet,1999,11,13,0
2555,7,Sylhet,1999,11,14,0
2556,7,Sylhet,1999,11,15,0
2557,7,Sylhet,1999,11,16,0
2558,7,Sylhet,1999,11,17,0
2559,7,Sylhet,1999,11,18,0
2560,7,Sylhet,1999,11,19,0
2561,7,Sylhet,1999,11,20,0
2562,7,Sylhet,1999,11,21,0
2563,7,Sylhet,1999,11,22,0
2564,7,Sylhet,1999,11,23,0
2565,7,Sylhet,1999,11,24,0
2566,7,Sylhet,1999,11,25,0
2567,7,Sylhet,1999,11,26,0
2568,7,Sylhet,1999,11,27,0
2569,7,Sylhet,1999,11,28,0
2570,7,Sylhet,1999,11,29,0
2571,7,Sylhet,1999,11,30,0
2572,7,Sylhet,1999,11,31,0
2573,7,Sylhet,1999,12,1,0
2574,7,Sylhet,1999,12,2,0
2575,7,Sylhet,1999,12,3,0
2576,7,Sylhet,1999,12,4,0
2577,7,Sylhet,1999,12,5,0
2578,7,Sylhet,1999,12,6,0
2579,7,Sylhet,1999,12,7,0
2580,7,Sylhet,1999,12,8,0
2581,7,Sylhet,1999,12,9,0
2582,7,Sylhet,1999,12,10,0
2583,7,Sylhet,1999,12,11,0
2584,7,Sylhet,1999,12,12,0
2585,7,Sylhet,1999,12,13,0
2586,7,Sylhet,1999,12,14,0
2587,7,Sylhet,1999,12,15,0
2588,7,Sylhet,1999,12,16,0
2589,7,Sylhet,1999,12,17,0
2590,7,Sylhet,1999,12,18,0
2591,7,Sylhet,1999,12,19,0
2592,7,Sylhet,1999,12,20,0
2593,7,Sylhet,1999,12,21,0
2594,7,Sylhet,1999,12,22,0
2595,7,Sylhet,1999,12,23,0
2596,7,Sylhet,1999,12,24,0
2597,7,Sylhet,1999,12,25,0
2598,7,Sylhet,1999,12,26,0
2599,7,Sylhet,1999,12,27,0
2600,7,Sylhet,1999,12,28,0
2601,7,Sylhet,1999,12,29,0
2602,7,Sylhet,1999,12,30,0
2603,7,Sylhet,1999,12,31,0
15252,7,Sylhet,2000,1,1,0
15253,7,Sylhet,2000,1,2,0
15254,7,Sylhet,2000,1,3,0
15255,7,Sylhet,2000,1,4,0
15256,7,Sylhet,2000,1,5,0
15257,7,Sylhet,2000,1,6,0
15258,7,Sylhet,2000,1,7,0
15259,7,Sylhet,2000,1,8,0
15260,7,Sylhet,2000,1,9,0
15261,7,Sylhet,2000,1,10,0
15262,7,Sylhet,2000,1,11,0
15263,7,Sylhet,2000,1,12,0
15264,7,Sylhet,2000,1,13,0
15265,7,Sylhet,2000,1,14,0
15266,7,Sylhet,2000,1,15,0
15267,7,Sylhet,2000,1,16,0
15268,7,Sylhet,2000,1,17,0
15269,7,Sylhet,2000,1,18,0
15270,7,Sylhet,2000,1,19,0
15271,7,Sylhet,2000,1,20,0
15272,7,Sylhet,2000,1,21,0
15273,7,Sylhet,2000,1,22,0
15274,7,Sylhet,2000,1,23,0
15275,7,Sylhet,2000,1,24,28
15276,7,Sylhet,2000,1,25,0
15277,7,Sylhet,2000,1,26,0
15278,7,Sylhet,2000,1,27,0
15279,7,Sylhet,2000,1,28,0
15280,7,Sylhet,2000,1,29,13
15281,7,Sylhet,2000,1,30,7
15282,7,Sylhet,2000,1,31,0
15283,7,Sylhet,2000,2,1,0
15284,7,Sylhet,2000,2,2,0
15285,7,Sylhet,2000,2,3,0
15286,7,Sylhet,2000,2,4,1
15287,7,Sylhet,2000,2,5,0
15288,7,Sylhet,2000,2,6,0
15289,7,Sylhet,2000,2,7,2
15290,7,Sylhet,2000,2,8,0
15291,7,Sylhet,2000,2,9,0
15292,7,Sylhet,2000,2,10,0
15293,7,Sylhet,2000,2,11,0
15294,7,Sylhet,2000,2,12,0
15295,7,Sylhet,2000,2,13,0
15296,7,Sylhet,2000,2,14,0
15297,7,Sylhet,2000,2,15,0
15298,7,Sylhet,2000,2,16,0
15299,7,Sylhet,2000,2,17,0
15300,7,Sylhet,2000,2,18,0
15301,7,Sylhet,2000,2,19,0
15302,7,Sylhet,2000,2,20,0
15303,7,Sylhet,2000,2,21,0
15304,7,Sylhet,2000,2,22,0
15305,7,Sylhet,2000,2,23,0
15306,7,Sylhet,2000,2,24,0
15307,7,Sylhet,2000,2,25,0
15308,7,Sylhet,2000,2,26,0
15309,7,Sylhet,2000,2,27,0
15310,7,Sylhet,2000,2,28,0
15311,7,Sylhet,2000,2,29,0
15312,7,Sylhet,2000,2,30,0
15313,7,Sylhet,2000,2,31,0
15314,7,Sylhet,2000,3,1,0
15315,7,Sylhet,2000,3,2,0
15316,7,Sylhet,2000,3,3,16
15317,7,Sylhet,2000,3,4,6
15318,7,Sylhet,2000,3,5,9
15319,7,Sylhet,2000,3,6,10
15320,7,Sylhet,2000,3,7,0
15321,7,Sylhet,2000,3,8,0
15322,7,Sylhet,2000,3,9,20
15323,7,Sylhet,2000,3,10,0
15324,7,Sylhet,2000,3,11,0
15325,7,Sylhet,2000,3,12,10
15326,7,Sylhet,2000,3,13,3
15327,7,Sylhet,2000,3,14,40
15328,7,Sylhet,2000,3,15,5
15329,7,Sylhet,2000,3,16,0
15330,7,Sylhet,2000,3,17,0
15331,7,Sylhet,2000,3,18,0
15332,7,Sylhet,2000,3,19,0
15333,7,Sylhet,2000,3,20,0
15334,7,Sylhet,2000,3,21,0
15335,7,Sylhet,2000,3,22,0
15336,7,Sylhet,2000,3,23,0
15337,7,Sylhet,2000,3,24,0
15338,7,Sylhet,2000,3,25,0
15339,7,Sylhet,2000,3,26,0
15340,7,Sylhet,2000,3,27,0
15341,7,Sylhet,2000,3,28,0
15342,7,Sylhet,2000,3,29,0
15343,7,Sylhet,2000,3,30,0
15344,7,Sylhet,2000,3,31,0
15345,7,Sylhet,2000,4,1,0
15346,7,Sylhet,2000,4,2,7
15347,7,Sylhet,2000,4,3,2
15348,7,Sylhet,2000,4,4,21
15349,7,Sylhet,2000,4,5,21
15350,7,Sylhet,2000,4,6,18
15351,7,Sylhet,2000,4,7,14
15352,7,Sylhet,2000,4,8,0
15353,7,Sylhet,2000,4,9,14
15354,7,Sylhet,2000,4,10,1
15355,7,Sylhet,2000,4,11,0
15356,7,Sylhet,2000,4,12,21
15357,7,Sylhet,2000,4,13,0
15358,7,Sylhet,2000,4,14,0
15359,7,Sylhet,2000,4,15,4
15360,7,Sylhet,2000,4,16,0
15361,7,Sylhet,2000,4,17,0
15362,7,Sylhet,2000,4,18,30
15363,7,Sylhet,2000,4,19,3
15364,7,Sylhet,2000,4,20,0
15365,7,Sylhet,2000,4,21,18
15366,7,Sylhet,2000,4,22,2
15367,7,Sylhet,2000,4,23,20
15368,7,Sylhet,2000,4,24,19
15369,7,Sylhet,2000,4,25,60
15370,7,Sylhet,2000,4,26,12
15371,7,Sylhet,2000,4,27,30
15372,7,Sylhet,2000,4,28,51
15373,7,Sylhet,2000,4,29,132
15374,7,Sylhet,2000,4,30,0
15375,7,Sylhet,2000,4,31,0
15376,7,Sylhet,2000,5,1,72
15377,7,Sylhet,2000,5,2,32
15378,7,Sylhet,2000,5,3,10
15379,7,Sylhet,2000,5,4,0
15380,7,Sylhet,2000,5,5,0
15381,7,Sylhet,2000,5,6,0
15382,7,Sylhet,2000,5,7,5
15383,7,Sylhet,2000,5,8,0
15384,7,Sylhet,2000,5,9,1
15385,7,Sylhet,2000,5,10,0
15386,7,Sylhet,2000,5,11,4
15387,7,Sylhet,2000,5,12,0
15388,7,Sylhet,2000,5,13,0
15389,7,Sylhet,2000,5,14,0
15390,7,Sylhet,2000,5,15,18
15391,7,Sylhet,2000,5,16,8
15392,7,Sylhet,2000,5,17,47
15393,7,Sylhet,2000,5,18,79
15394,7,Sylhet,2000,5,19,9
15395,7,Sylhet,2000,5,20,9
15396,7,Sylhet,2000,5,21,0
15397,7,Sylhet,2000,5,22,9
15398,7,Sylhet,2000,5,23,76
15399,7,Sylhet,2000,5,24,6
15400,7,Sylhet,2000,5,25,21
15401,7,Sylhet,2000,5,26,36
15402,7,Sylhet,2000,5,27,78
15403,7,Sylhet,2000,5,28,63
15404,7,Sylhet,2000,5,29,78
15405,7,Sylhet,2000,5,30,4
15406,7,Sylhet,2000,5,31,5
15407,7,Sylhet,2000,6,1,16
15408,7,Sylhet,2000,6,2,32
15409,7,Sylhet,2000,6,3,31
15410,7,Sylhet,2000,6,4,0
15411,7,Sylhet,2000,6,5,0
15412,7,Sylhet,2000,6,6,15
15413,7,Sylhet,2000,6,7,3
15414,7,Sylhet,2000,6,8,15
15415,7,Sylhet,2000,6,9,17
15416,7,Sylhet,2000,6,10,12
15417,7,Sylhet,2000,6,11,26
15418,7,Sylhet,2000,6,12,55
15419,7,Sylhet,2000,6,13,362
15420,7,Sylhet,2000,6,14,73
15421,7,Sylhet,2000,6,15,35
15422,7,Sylhet,2000,6,16,29
15423,7,Sylhet,2000,6,17,42
15424,7,Sylhet,2000,6,18,0
15425,7,Sylhet,2000,6,19,2
15426,7,Sylhet,2000,6,20,0
15427,7,Sylhet,2000,6,21,22
15428,7,Sylhet,2000,6,22,17
15429,7,Sylhet,2000,6,23,27
15430,7,Sylhet,2000,6,24,17
15431,7,Sylhet,2000,6,25,106
15432,7,Sylhet,2000,6,26,7
15433,7,Sylhet,2000,6,27,75
15434,7,Sylhet,2000,6,28,41
15435,7,Sylhet,2000,6,29,32
15436,7,Sylhet,2000,6,30,11
15437,7,Sylhet,2000,6,31,0
15438,7,Sylhet,2000,7,1,4
15439,7,Sylhet,2000,7,2,18
15440,7,Sylhet,2000,7,3,8
15441,7,Sylhet,2000,7,4,1
15442,7,Sylhet,2000,7,5,0
15443,7,Sylhet,2000,7,6,7
15444,7,Sylhet,2000,7,7,1
15445,7,Sylhet,2000,7,8,16
15446,7,Sylhet,2000,7,9,24
15447,7,Sylhet,2000,7,10,24
15448,7,Sylhet,2000,7,11,0
15449,7,Sylhet,2000,7,12,0
15450,7,Sylhet,2000,7,13,11
15451,7,Sylhet,2000,7,14,17
15452,7,Sylhet,2000,7,15,10
15453,7,Sylhet,2000,7,16,5
15454,7,Sylhet,2000,7,17,2
15455,7,Sylhet,2000,7,18,4
15456,7,Sylhet,2000,7,19,13
15457,7,Sylhet,2000,7,20,23
15458,7,Sylhet,2000,7,21,13
15459,7,Sylhet,2000,7,22,27
15460,7,Sylhet,2000,7,23,11
15461,7,Sylhet,2000,7,24,4
15462,7,Sylhet,2000,7,25,1
15463,7,Sylhet,2000,7,26,7
15464,7,Sylhet,2000,7,27,3
15465,7,Sylhet,2000,7,28,2
15466,7,Sylhet,2000,7,29,9
15467,7,Sylhet,2000,7,30,40
15468,7,Sylhet,2000,7,31,25
15469,7,Sylhet,2000,8,1,26
15470,7,Sylhet,2000,8,2,90
15471,7,Sylhet,2000,8,3,19
15472,7,Sylhet,2000,8,4,43
15473,7,Sylhet,2000,8,5,126
15474,7,Sylhet,2000,8,6,0
15475,7,Sylhet,2000,8,7,5
15476,7,Sylhet,2000,8,8,77
15477,7,Sylhet,2000,8,9,77
15478,7,Sylhet,2000,8,10,33
15479,7,Sylhet,2000,8,11,0
15480,7,Sylhet,2000,8,12,76
15481,7,Sylhet,2000,8,13,133
15482,7,Sylhet,2000,8,14,37
15483,7,Sylhet,2000,8,15,50
15484,7,Sylhet,2000,8,16,7
15485,7,Sylhet,2000,8,17,37
15486,7,Sylhet,2000,8,18,1
15487,7,Sylhet,2000,8,19,73
15488,7,Sylhet,2000,8,20,13
15489,7,Sylhet,2000,8,21,7
15490,7,Sylhet,2000,8,22,0
15491,7,Sylhet,2000,8,23,5
15492,7,Sylhet,2000,8,24,7
15493,7,Sylhet,2000,8,25,0
15494,7,Sylhet,2000,8,26,10
15495,7,Sylhet,2000,8,27,13
15496,7,Sylhet,2000,8,28,3
15497,7,Sylhet,2000,8,29,3
15498,7,Sylhet,2000,8,30,4
15499,7,Sylhet,2000,8,31,6
15500,7,Sylhet,2000,9,1,11
15501,7,Sylhet,2000,9,2,4
15502,7,Sylhet,2000,9,3,1
15503,7,Sylhet,2000,9,4,35
15504,7,Sylhet,2000,9,5,41
15505,7,Sylhet,2000,9,6,0
15506,7,Sylhet,2000,9,7,19
15507,7,Sylhet,2000,9,8,7
15508,7,Sylhet,2000,9,9,0
15509,7,Sylhet,2000,9,10,6
15510,7,Sylhet,2000,9,11,161
15511,7,Sylhet,2000,9,12,1
15512,7,Sylhet,2000,9,13,0
15513,7,Sylhet,2000,9,14,25
15514,7,Sylhet,2000,9,15,60
15515,7,Sylhet,2000,9,16,44
15516,7,Sylhet,2000,9,17,63
15517,7,Sylhet,2000,9,18,48
15518,7,Sylhet,2000,9,19,40
15519,7,Sylhet,2000,9,20,3
15520,7,Sylhet,2000,9,21,3
15521,7,Sylhet,2000,9,22,0
15522,7,Sylhet,2000,9,23,1
15523,7,Sylhet,2000,9,24,0
15524,7,Sylhet,2000,9,25,12
15525,7,Sylhet,2000,9,26,139
15526,7,Sylhet,2000,9,27,9
15527,7,Sylhet,2000,9,28,0
15528,7,Sylhet,2000,9,29,0
15529,7,Sylhet,2000,9,30,0
15530,7,Sylhet,2000,9,31,0
15531,7,Sylhet,2000,10,1,13
15532,7,Sylhet,2000,10,2,7
15533,7,Sylhet,2000,10,3,1
15534,7,Sylhet,2000,10,4,27
15535,7,Sylhet,2000,10,5,0
15536,7,Sylhet,2000,10,6,3
15537,7,Sylhet,2000,10,7,0
15538,7,Sylhet,2000,10,8,5
15539,7,Sylhet,2000,10,9,1
15540,7,Sylhet,2000,10,10,7
15541,7,Sylhet,2000,10,11,8
15542,7,Sylhet,2000,10,12,0
15543,7,Sylhet,2000,10,13,0
15544,7,Sylhet,2000,10,14,0
15545,7,Sylhet,2000,10,15,0
15546,7,Sylhet,2000,10,16,0
15547,7,Sylhet,2000,10,17,0
15548,7,Sylhet,2000,10,18,1
15549,7,Sylhet,2000,10,19,0
15550,7,Sylhet,2000,10,20,0
15551,7,Sylhet,2000,10,21,0
15552,7,Sylhet,2000,10,22,9
15553,7,Sylhet,2000,10,23,1
15554,7,Sylhet,2000,10,24,1
15555,7,Sylhet,2000,10,25,0
15556,7,Sylhet,2000,10,26,0
15557,7,Sylhet,2000,10,27,0
15558,7,Sylhet,2000,10,28,37
15559,7,Sylhet,2000,10,29,67
15560,7,Sylhet,2000,10,30,0
15561,7,Sylhet,2000,10,31,0
15562,7,Sylhet,2000,11,1,0
15563,7,Sylhet,2000,11,2,0
15564,7,Sylhet,2000,11,3,0
15565,7,Sylhet,2000,11,4,0
15566,7,Sylhet,2000,11,5,0
15567,7,Sylhet,2000,11,6,0
15568,7,Sylhet,2000,11,7,0
15569,7,Sylhet,2000,11,8,0
15570,7,Sylhet,2000,11,9,0
15571,7,Sylhet,2000,11,10,0
15572,7,Sylhet,2000,11,11,0
15573,7,Sylhet,2000,11,12,0
15574,7,Sylhet,2000,11,13,0
15575,7,Sylhet,2000,11,14,0
15576,7,Sylhet,2000,11,15,0
