27,CoxsBazar,1970,1,1,0
27,CoxsBazar,1970,1,2,0
27,CoxsBazar,1970,1,3,0
27,CoxsBazar,1970,1,4,0
27,CoxsBazar,1970,1,5,0
27,CoxsBazar,1970,1,6,0
27,CoxsBazar,1970,1,7,0
27,CoxsBazar,1970,1,8,0
27,CoxsBazar,1970,1,9,0
27,CoxsBazar,1970,1,10,0
27,CoxsBazar,1970,1,11,0
27,CoxsBazar,1970,1,12,0
27,CoxsBazar,1970,1,13,0
27,CoxsBazar,1970,1,14,0
27,CoxsBazar,1970,1,15,0
27,CoxsBazar,1970,1,16,0
27,CoxsBazar,1970,1,17,0
27,CoxsBazar,1970,1,18,0
27,CoxsBazar,1970,1,19,0
27,CoxsBazar,1970,1,20,0
27,CoxsBazar,1970,1,21,0
27,CoxsBazar,1970,1,22,0
27,CoxsBazar,1970,1,23,0
27,CoxsBazar,1970,1,24,0
27,CoxsBazar,1970,1,25,0
27,CoxsBazar,1970,1,26,0
27,CoxsBazar,1970,1,27,0
27,CoxsBazar,1970,1,28,0
27,CoxsBazar,1970,1,29,0
27,CoxsBazar,1970,1,30,0
27,CoxsBazar,1970,1,31,0
27,CoxsBazar,1970,2,1,0
27,CoxsBazar,1970,2,2,0
27,CoxsBazar,1970,2,3,0
27,CoxsBazar,1970,2,4,0
27,CoxsBazar,1970,2,5,0
27,CoxsBazar,1970,2,6,0
27,CoxsBazar,1970,2,7,0
27,CoxsBazar,1970,2,8,0
27,CoxsBazar,1970,2,9,0
27,CoxsBazar,1970,2,10,0
27,CoxsBazar,1970,2,11,0
27,CoxsBazar,1970,2,12,0
27,CoxsBazar,1970,2,13,0
27,CoxsBazar,1970,2,14,0
27,CoxsBazar,1970,2,15,0
27,CoxsBazar,1970,2,16,0
27,CoxsBazar,1970,2,17,0
27,CoxsBazar,1970,2,18,0
27,CoxsBazar,1970,2,19,0
27,CoxsBazar,1970,2,20,0
27,CoxsBazar,1970,2,21,8
27,CoxsBazar,1970,2,22,1
27,CoxsBazar,1970,2,23,1
27,CoxsBazar,1970,2,24,0
27,CoxsBazar,1970,2,25,0
27,CoxsBazar,1970,2,26,30
27,CoxsBazar,1970,2,27,0
27,CoxsBazar,1970,2,28,0
27,CoxsBazar,1970,2,29,0
27,CoxsBazar,1970,2,30,0
27,CoxsBazar,1970,2,31,0
27,CoxsBazar,1970,3,1,0
27,CoxsBazar,1970,3,2,0
27,CoxsBazar,1970,3,3,0
27,CoxsBazar,1970,3,4,0
27,CoxsBazar,1970,3,5,0
27,CoxsBazar,1970,3,6,0
27,CoxsBazar,1970,3,7,0
27,CoxsBazar,1970,3,8,0
27,CoxsBazar,1970,3,9,0
27,CoxsBazar,1970,3,10,0
27,CoxsBazar,1970,3,11,0
27,CoxsBazar,1970,3,12,0
27,CoxsBazar,1970,3,13,0
27,CoxsBazar,1970,3,14,0
27,CoxsBazar,1970,3,15,0
27,CoxsBazar,1970,3,16,0
27,CoxsBazar,1970,3,17,0
27,CoxsBazar,1970,3,18,0
27,CoxsBazar,1970,3,19,0
27,CoxsBazar,1970,3,20,0
27,CoxsBazar,1970,3,21,0
27,CoxsBazar,1970,3,22,0
27,CoxsBazar,1970,3,23,0
27,CoxsBazar,1970,3,24,0
27,CoxsBazar,1970,3,25,0
27,CoxsBazar,1970,3,26,0
27,CoxsBazar,1970,3,27,0
27,CoxsBazar,1970,3,28,0
27,CoxsBazar,1970,3,29,0
27,CoxsBazar,1970,3,30,0
27,CoxsBazar,1970,3,31,0
27,CoxsBazar,1970,4,1,0
27,CoxsBazar,1970,4,2,0
27,CoxsBazar,1970,4,3,5
27,CoxsBazar,1970,4,4,0
27,CoxsBazar,1970,4,5,0
27,CoxsBazar,1970,4,6,0
27,CoxsBazar,1970,4,7,0
27,CoxsBazar,1970,4,8,0
27,CoxsBazar,1970,4,9,0
27,CoxsBazar,1970,4,10,0
27,CoxsBazar,1970,4,11,0
27,CoxsBazar,1970,4,12,0
27,CoxsBazar,1970,4,13,0
27,CoxsBazar,1970,4,14,0
27,CoxsBazar,1970,4,15,0
27,CoxsBazar,1970,4,16,1
27,CoxsBazar,1970,4,17,37
27,CoxsBazar,1970,4,18,26
27,CoxsBazar,1970,4,19,0
27,CoxsBazar,1970,4,20,0
27,CoxsBazar,1970,4,21,0
27,CoxsBazar,1970,4,22,0
27,CoxsBazar,1970,4,23,0
27,CoxsBazar,1970,4,24,0
27,CoxsBazar,1970,4,25,0
27,CoxsBazar,1970,4,26,0
