,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.010795454545454546,0.03735795454545455,0.11207386363636364,0.27826704545454545,0.6416193181818182,0.8613636363636364,1.0,0.7876420454545455,0.7404829545454547,0.4186079545454545,0.04019886363636363,0.019318181818181818,0.04064138813556578,0.14888203606463693,0.31206735860002616,0.4174209230495361,0.7094951738411172,0.7922156322378332,1.0,0.7381429226388938,0.9584143351603761,0.6357213861793545,0.1879135267536094,0.13028211946905674
0,0.01788451711803781,0.03645034917390564,0.13575200136262988,0.2674161130982797,0.6966445239311871,1.0,0.9259070005109862,0.7804462612842786,0.7678419349344235,0.4924203713166411,0.06148867313915858,0.015329586101175267,0.050334811521959816,0.1237486290172255,0.3009370239250032,0.4194616344576371,0.7273022895560486,1.0,0.8358149570118774,0.7450486125402912,0.8309556434003614,0.8089309869951584,0.27940042923199065,0.09749974326785199
0,0.015769439912996192,0.033985861881457316,0.07939097335508428,0.3620174007612833,0.7249864056552474,1.0,0.9675095160413267,0.8297988036976617,0.6572865687873845,0.45092441544317563,0.026373028820010875,0.009516041326808047,0.06520631218370739,0.11218535549517261,0.2277961139479537,0.49830591638077154,0.7225982837481242,0.9646573675170742,1.0,0.8118426903990972,0.6746040970834459,0.7854621525169029,0.18062499514406258,0.06271278455253006
0,0.019638162981289627,0.054739446420287614,0.07499613421988557,0.22266893459100046,0.5306942941085511,0.8568115045616206,1.0,0.7980516468223288,0.6472862223596721,0.4295654863151384,0.06587289314983764,0.0160816452760167,0.07172218913134916,0.24650467045918878,0.2513696522558978,0.3908473874195046,0.5877833667281911,0.8743062910454299,1.0,0.8513971886852415,0.8318087029211305,0.7248756370174746,0.2937495907090174,0.10330915993218873
0,0.014575593026579023,0.0461560445841669,0.05958845384395542,0.19719919977136327,0.5895970277222063,0.8216633323806802,1.0,0.7464989997142041,0.70963132323521,0.4659902829379823,0.06744784224064018,0.005001428979708488,0.07962959605014375,0.17368133446091055,0.19525654672899753,0.4166098606198824,0.7801095935302813,0.9846874168840062,1.0,0.7398147561788124,0.9765380686932638,0.7462194909401727,0.3021238532276516,0.027092644174589738
0,0.012556053811659194,0.060650224215246636,0.13576233183856504,0.4542600896860987,1.0,0.8852017937219732,0.6993273542600896,0.7082959641255605,0.5156950672645739,0.362219730941704,0.06838565022421525,0.014013452914798207,0.054375404564602305,0.22339737252220634,0.28617412623396793,0.6295643632664464,1.0,0.7769908782200489,0.6888764083348382,0.6955205130345681,0.5481258521709511,0.5475319704393051,0.3189111419926146,0.08521310141237495
0,0.007688438600273047,0.03362793705539987,0.12747000071854567,0.5322986275777826,0.7802687360781778,1.0,0.8486742832507006,0.8121003089746353,0.60709923115614,0.2642092404972336,0.03722066537328447,0.006682474671265358,0.04573879035829502,0.14129723836867544,0.26405917783981625,0.6664281370280294,0.8519993835822105,1.0,0.7753102412540497,0.7396651179661169,0.7258482883043781,0.5825808367222647,0.19341652757267,0.04608324839892687
0,0.019765739385065886,0.04758418740849195,0.06716691068814057,0.2761713030746706,0.6171303074670571,1.0,0.9297218155197658,0.9784040995607614,0.822108345534407,0.4773060029282577,0.020497803806734993,0.006405563689604685,0.06810918662668702,0.14319613294148226,0.17583699287224536,0.41332644312699685,0.6011590336841367,0.9414981558499084,0.7851743962417964,1.0,0.7920002179817281,0.709441002747779,0.07981282976851642,0.044455542506648675
0,0.015507184521269028,0.029164888319817898,0.033148385261061314,0.18978517570066863,0.5858585858585859,1.0,0.9857732252098449,0.7994024754588135,0.7716602646180111,0.46421966140276,0.013230900554844216,0.007540190638782187,0.05662635751968486,0.08543020673988348,0.08470761338312069,0.25411102217115294,0.5692602186553898,0.950953876882321,0.8389042807845088,0.7537538563164472,0.8763460454558576,1.0,0.05883448130028575,0.04222906172269949
